Exposure Amount ($);Credit Score;Loan Term (Months);Interest Rate (%);Income ($);Loan to Value Ratio (%);Debt to Income Ratio (%);Employment History (Years);Previous Defaults;Home Ownership;Loan Purpose;Loan Type;Region;LGD%
138040;710;60;3,82;101665;83;19;2;2;Own;Personal Loan;Adjustable Rate;South;0,593994494
232853;682;72;5,4;64222;87;31;2;2;Own;Personal Loan;Adjustable Rate;North;0,635284922
185692;769;24;3,11;65615;74;31;8;2;Own;Auto Loan;Fixed Rate;West;0,488944058
169955;685;24;8,81;77930;87;37;4;2;Mortgage;Home Purchase;Adjustable Rate;East;0,604301139
106129;668;48;7,3;75030;109;31;4;0;Mortgage;Auto Loan;Fixed Rate;South;0,465452421
128796;690;60;3,38;61761;63;18;3;1;Own;Personal Loan;Fixed Rate;South;0,010000311
204008;671;48;6,62;71986;85;29;7;0;Own;Personal Loan;Fixed Rate;South;0,159655504
140397;715;24;8,9;78461;63;36;3;1;Mortgage;Debt Consolidation;Fixed Rate;East;0,194256288
166083;719;36;4,83;82978;81;15;8;0;Own;Home Improvement;Fixed Rate;North;0,078015209
164766;692;60;5,63;44322;72;40;6;2;Mortgage;Auto Loan;Adjustable Rate;North;0,427964507
128556;686;48;4,33;77359;87;19;4;1;Rent;Auto Loan;Adjustable Rate;East;0,010003423
173412;712;48;8,73;55760;78;25;8;0;Rent;Debt Consolidation;Adjustable Rate;South;0,197604549
102887;737;60;6,94;41980;76;4;4;1;Rent;Personal Loan;Fixed Rate;North;0,010001264
92409;691;60;6,65;29427;51;20;5;0;Mortgage;Auto Loan;Adjustable Rate;East;0,009999026
189338;709;48;9,03;85813;77;40;5;0;Own;Debt Consolidation;Adjustable Rate;South;0,915716866
34409;736;36;5,41;83020;93;28;4;0;Mortgage;Personal Loan;Adjustable Rate;East;0,261850097
104562;709;24;9,71;51938;60;43;6;1;Rent;Personal Loan;Adjustable Rate;South;0,025315124
233162;698;48;4,65;39980;76;36;7;1;Rent;Home Purchase;Fixed Rate;South;0,037308824
203808;711;72;9,21;49922;73;33;3;2;Own;Personal Loan;Adjustable Rate;South;0,634793531
136436;715;24;5,33;27615;95;31;5;0;Rent;Home Improvement;Fixed Rate;West;0,009997361
108382;737;60;3,59;14361;110;41;6;0;Rent;Auto Loan;Fixed Rate;West;0,202469045
35781;650;60;4,88;55676;73;39;3;2;Mortgage;Home Improvement;Fixed Rate;North;0,01000531
161004;677;24;6,81;29514;79;22;3;2;Own;Personal Loan;Adjustable Rate;South;0,009999752
183485;773;72;5,48;70191;71;35;6;2;Mortgage;Personal Loan;Adjustable Rate;North;1
102454;740;72;6,77;25668;91;44;2;2;Own;Debt Consolidation;Fixed Rate;South;0,739317157
107117;742;36;6,59;85068;95;20;1;2;Mortgage;Home Improvement;Fixed Rate;South;0,549884706
53126;729;60;7,73;76193;90;30;4;1;Own;Home Improvement;Adjustable Rate;East;0,76967963
194437;770;60;5,92;78211;88;32;4;0;Mortgage;Home Improvement;Fixed Rate;South;0,971656629
175182;721;60;5,72;62572;96;26;7;2;Rent;Personal Loan;Adjustable Rate;South;0,914762932
253382;813;72;8,28;117467;76;41;9;0;Own;Debt Consolidation;Adjustable Rate;East;1
201416;745;60;7,71;70020;85;27;1;0;Mortgage;Home Improvement;Fixed Rate;South;0,368635064
135410;713;72;5,58;70433;89;57;4;1;Rent;Personal Loan;Adjustable Rate;South;1
107176;687;48;7,92;45001;98;38;5;0;Mortgage;Home Improvement;Adjustable Rate;West;0,235071285
232483;642;72;6,3;65121;73;40;6;1;Own;Home Purchase;Adjustable Rate;South;0,425282709
140553;690;24;6,01;49881;87;28;6;2;Rent;Personal Loan;Adjustable Rate;East;0,010003344
133878;805;24;8,65;77828;86;43;7;2;Own;Home Purchase;Fixed Rate;East;1
120643;698;72;6,15;27420;64;31;7;2;Rent;Home Purchase;Fixed Rate;North;0,119144915
100051;675;60;6,64;61382;76;30;8;1;Own;Auto Loan;Fixed Rate;North;0,242476337
147914;691;60;4,74;73073;80;26;6;2;Rent;Debt Consolidation;Fixed Rate;North;0,533722298
173544;785;72;8,24;33319;94;26;4;1;Mortgage;Home Purchase;Fixed Rate;South;0,866345134
192299;820;72;7,97;32277;88;19;5;1;Own;Debt Consolidation;Adjustable Rate;West;0,883826749
166895;682;48;6,79;76443;73;18;4;2;Rent;Auto Loan;Fixed Rate;South;0,138326493
81556;696;72;4,61;64412;69;32;1;1;Own;Auto Loan;Adjustable Rate;North;0,010005395
245355;764;24;7,58;53859;76;19;5;0;Mortgage;Debt Consolidation;Fixed Rate;West;0,010001834
180230;730;60;6,48;43665;76;27;2;1;Own;Auto Loan;Adjustable Rate;West;0,249264828
251620;714;36;8;102426;87;15;9;2;Mortgage;Debt Consolidation;Adjustable Rate;North;1
97659;613;72;5,17;46136;71;23;3;1;Mortgage;Auto Loan;Adjustable Rate;South;0,010004198
187991;650;24;4,56;67780;86;33;3;2;Rent;Home Purchase;Fixed Rate;West;0,010000479
159702;714;24;6,12;88833;64;43;2;1;Rent;Home Purchase;Fixed Rate;East;0,207617938
212564;682;24;6,81;45429;76;35;6;0;Own;Home Improvement;Fixed Rate;North;0,010001694
130746;699;72;9;66907;75;32;5;0;Rent;Home Improvement;Fixed Rate;West;0,510394199
141544;761;60;5,83;42473;81;31;5;0;Own;Debt Consolidation;Adjustable Rate;West;0,261120217
109551;710;72;3,97;80454;65;29;5;1;Own;Home Purchase;Adjustable Rate;East;0,288906537
194100;681;60;6,93;49711;90;39;6;1;Rent;Auto Loan;Adjustable Rate;North;0,555399279
164245;740;36;6,7;72086;99;40;2;0;Own;Home Improvement;Fixed Rate;West;0,652433864
214856;601;60;4,96;71855;89;30;5;1;Rent;Debt Consolidation;Adjustable Rate;North;0,010002048
95826;691;36;7,36;42574;75;17;8;2;Rent;Debt Consolidation;Adjustable Rate;East;0,009997287
144051;695;24;6,2;38774;74;10;5;0;Mortgage;Home Improvement;Adjustable Rate;East;0,010003402
94469;697;36;7,97;36433;71;24;4;0;Mortgage;Home Purchase;Fixed Rate;South;0,010003281
83965;727;60;7,24;63201;82;33;6;1;Own;Home Purchase;Adjustable Rate;East;0,619162746
187833;716;24;6,53;73757;90;27;3;1;Mortgage;Personal Loan;Fixed Rate;West;0,126383543
54108;737;72;9,58;13723;101;42;6;0;Mortgage;Auto Loan;Fixed Rate;East;0,597416279
289326;724;60;7,64;79431;68;12;5;1;Own;Home Improvement;Fixed Rate;East;0,53029109
121713;695;48;8,28;78398;62;54;3;0;Own;Debt Consolidation;Adjustable Rate;North;0,397525326
163496;700;36;4,58;70807;84;41;4;2;Mortgage;Home Purchase;Fixed Rate;North;0,516771053
165450;722;72;5,65;66163;85;30;5;0;Own;Auto Loan;Fixed Rate;West;0,535466908
182303;681;36;7,14;51163;89;30;8;2;Mortgage;Home Improvement;Adjustable Rate;South;0,251465966
24318;686;24;8;57074;84;53;7;2;Own;Debt Consolidation;Fixed Rate;West;0,531170327
140486;637;24;5,69;43347;78;25;5;1;Rent;Personal Loan;Fixed Rate;North;0,010000997
82584;735;24;4,71;79950;70;18;12;0;Mortgage;Home Purchase;Adjustable Rate;South;0,010001937
110774;658;36;6,51;100643;77;32;5;0;Rent;Home Purchase;Fixed Rate;East;0,105828082
191749;680;48;7,99;55185;72;29;4;1;Mortgage;Personal Loan;Fixed Rate;West;0,009997445
191745;646;36;8,97;53934;72;31;5;1;Rent;Debt Consolidation;Fixed Rate;North;0,009997653
100727;768;36;7,04;43702;96;25;5;2;Rent;Auto Loan;Adjustable Rate;South;0,589891489
155755;678;36;5,91;55843;79;19;6;0;Own;Personal Loan;Fixed Rate;South;0,010002889
134925;634;24;5,36;57137;66;28;4;0;Mortgage;Debt Consolidation;Fixed Rate;North;0,009998147
171525;730;48;5,9;60292;61;30;3;0;Rent;Debt Consolidation;Adjustable Rate;East;0,009998542
18493;791;36;7,19;85361;77;33;4;0;Mortgage;Personal Loan;Fixed Rate;North;0,572432812
31199;637;36;8,78;67245;91;28;7;2;Rent;Debt Consolidation;Fixed Rate;East;0,164492452
160503;752;24;8,41;28726;88;28;4;2;Mortgage;Personal Loan;Adjustable Rate;South;0,283334268
68899;619;72;5,83;22024;83;24;3;0;Own;Auto Loan;Adjustable Rate;West;0,010000145
117010;798;48;6,71;49614;75;34;6;0;Own;Personal Loan;Adjustable Rate;South;0,50711905
151953;640;72;7,58;83588;75;51;8;0;Mortgage;Home Improvement;Fixed Rate;East;0,766329062
198316;718;48;5,15;101717;89;39;5;1;Mortgage;Home Purchase;Adjustable Rate;East;1
148437;679;72;7,25;24472;95;19;4;2;Rent;Personal Loan;Fixed Rate;East;0,133531397
167175;729;24;7,78;43145;90;41;7;0;Mortgage;Personal Loan;Adjustable Rate;East;0,25816061
124745;678;72;8,61;71746;83;27;6;0;Own;Personal Loan;Adjustable Rate;West;0,414429436
163017;677;60;6,79;53200;85;37;6;1;Own;Home Purchase;Fixed Rate;South;0,454946417
65997;721;72;6,17;60033;81;14;4;0;Rent;Home Purchase;Adjustable Rate;North;0,010000455
47809;754;36;5,92;95035;82;31;6;2;Rent;Debt Consolidation;Fixed Rate;West;0,894894267
110859;677;72;3,63;42575;92;30;5;2;Mortgage;Home Purchase;Fixed Rate;North;0,250814097
191894;677;60;7,42;63599;105;26;5;0;Rent;Home Purchase;Adjustable Rate;East;0,423775626
99631;678;72;5,41;50791;85;31;3;1;Mortgage;Home Improvement;Fixed Rate;North;0,089470145
167971;712;48;7,48;59414;68;31;4;2;Rent;Debt Consolidation;Adjustable Rate;South;0,381804002
95564;774;72;7,59;41408;91;35;6;0;Rent;Home Improvement;Adjustable Rate;West;0,837114395
135729;741;72;7,61;25852;83;29;5;1;Own;Personal Loan;Fixed Rate;East;0,358412719
118369;657;60;7,82;33010;80;32;2;0;Own;Personal Loan;Fixed Rate;East;0,010002619
112538;755;60;6,25;28611;60;23;4;1;Own;Debt Consolidation;Fixed Rate;South;0,009996623
158856;711;60;6,19;28858;81;39;3;1;Rent;Auto Loan;Adjustable Rate;East;0,016108929
45373;697;60;7,78;-15418;104;27;4;0;Mortgage;Home Purchase;Adjustable Rate;East;0,010005951
186105;645;36;8,7;55376;79;33;8;0;Mortgage;Home Purchase;Adjustable Rate;West;0,009999731
203148;656;60;7,97;55450;93;21;5;1;Own;Home Improvement;Fixed Rate;South;0,2658259
194379;760;72;4,21;44085;83;18;5;2;Own;Home Purchase;Adjustable Rate;North;0,60227185
197573;743;24;5,99;63435;85;13;7;2;Own;Personal Loan;Adjustable Rate;South;0,261569142
209490;660;24;6,83;38877;90;45;7;1;Rent;Home Improvement;Fixed Rate;West;0,109532675
84203;644;24;6,89;68773;65;36;4;2;Own;Auto Loan;Adjustable Rate;South;0,009999644
168946;698;24;9;67341;78;15;8;2;Rent;Home Purchase;Fixed Rate;North;0,200815645
150264;660;36;8,68;85618;86;42;4;2;Mortgage;Debt Consolidation;Adjustable Rate;South;0,796205345
181076;703;24;6,88;91366;86;40;7;1;Rent;Personal Loan;Fixed Rate;West;0,743892067
141481;670;24;5,72;65775;81;40;4;1;Mortgage;Home Purchase;Adjustable Rate;West;0,010001343
108492;787;36;7,36;52463;71;36;4;2;Rent;Home Purchase;Fixed Rate;South;0,642028905
75341;695;72;6,09;93162;81;37;7;0;Own;Auto Loan;Fixed Rate;East;0,812147436
256949;735;48;5,89;57935;71;27;6;0;Rent;Auto Loan;Adjustable Rate;North;0,219292544
151054;744;60;10,07;56143;77;23;5;2;Mortgage;Auto Loan;Adjustable Rate;South;0,806744608
154988;773;24;5,45;71954;88;26;6;1;Own;Personal Loan;Adjustable Rate;East;0,523879268
166976;742;60;5,55;72232;67;7;5;1;Mortgage;Personal Loan;Adjustable Rate;East;0,063973266
228651;732;48;7,31;16832;92;27;4;2;Mortgage;Auto Loan;Adjustable Rate;North;0,265386987
27274;807;24;8,34;21101;83;14;6;0;Rent;Home Purchase;Adjustable Rate;South;0,010009533
222362;682;60;7,28;73128;87;24;5;2;Own;Home Purchase;Adjustable Rate;North;0,75470629
213330;731;60;6,98;38561;65;37;7;0;Mortgage;Home Purchase;Adjustable Rate;East;0,15887592
163464;730;24;5,58;43932;92;9;8;0;Mortgage;Home Purchase;Adjustable Rate;West;0,010002202
186546;655;36;4,59;25293;71;43;2;0;Own;Home Purchase;Fixed Rate;South;0,009997534
91622;793;48;5,96;53063;82;18;6;2;Mortgage;Personal Loan;Adjustable Rate;East;0,626454345
156436;820;72;6,8;70380;88;36;1;1;Mortgage;Debt Consolidation;Fixed Rate;North;1
139205;725;72;3,49;73214;65;44;3;2;Mortgage;Home Improvement;Fixed Rate;East;0,650479509
247393;677;36;6,39;70775;66;13;7;0;Rent;Personal Loan;Fixed Rate;East;0,010000283
182085;703;60;4,4;69478;82;19;4;0;Mortgage;Debt Consolidation;Adjustable Rate;West;0,010000824
174772;700;60;6,31;85267;66;12;4;2;Own;Debt Consolidation;Fixed Rate;East;0,278923397
164590;740;24;8,12;71098;61;49;7;1;Own;Personal Loan;Adjustable Rate;East;0,605127894
205222;679;48;6,81;101570;63;20;3;0;Own;Home Purchase;Adjustable Rate;South;0,009998928
147173;640;24;6,05;61523;90;42;5;1;Rent;Home Improvement;Fixed Rate;North;0,010001835
211443;675;48;5,24;71015;80;26;8;0;Mortgage;Debt Consolidation;Adjustable Rate;West;0,009997966
197644;750;24;5,93;71081;75;18;7;2;Own;Home Purchase;Fixed Rate;East;0,28852381
154317;670;72;5,65;65428;85;30;5;0;Rent;Auto Loan;Fixed Rate;North;0,130206005
177932;643;48;10,07;89523;61;18;8;0;Mortgage;Home Purchase;Adjustable Rate;East;0,009998202
259488;759;36;8,14;71465;72;18;4;0;Rent;Debt Consolidation;Fixed Rate;South;0,240411888
156447;734;60;5,28;20457;81;45;4;2;Rent;Debt Consolidation;Adjustable Rate;East;0,421024372
106123;775;72;3,45;57030;86;18;1;2;Rent;Debt Consolidation;Adjustable Rate;South;0,477596751
175559;803;48;6,98;85188;85;19;3;2;Mortgage;Home Purchase;Fixed Rate;East;1
180896;705;48;5,19;74220;94;35;6;0;Own;Home Purchase;Fixed Rate;North;0,659014019
59442;713;24;8,32;64551;74;29;2;2;Own;Auto Loan;Fixed Rate;West;0,009992934
154977;698;60;5,44;26389;75;46;6;0;Own;Home Purchase;Fixed Rate;North;0,010001484
216076;731;72;7,16;42458;73;46;4;2;Mortgage;Home Improvement;Fixed Rate;North;0,890089598
94626;659;60;7,33;45075;88;25;0;1;Mortgage;Home Improvement;Fixed Rate;East;0,009997252
105305;622;60;8,23;60673;74;29;5;0;Mortgage;Auto Loan;Fixed Rate;North;0,009999525
161237;710;36;7,03;48267;71;19;2;1;Mortgage;Personal Loan;Fixed Rate;South;0,009997705
99581;715;36;8,34;55730;79;41;5;1;Mortgage;Debt Consolidation;Fixed Rate;North;0,372018759
194295;729;36;4,4;65323;78;35;4;2;Rent;Home Purchase;Adjustable Rate;South;0,419645385
137472;710;24;5,56;82385;82;36;8;0;Mortgage;Home Purchase;Fixed Rate;North;0,259434649
133933;746;48;8,33;35783;75;36;5;2;Rent;Home Purchase;Fixed Rate;West;0,476267985
190092;651;24;4,85;20463;73;31;5;0;Rent;Personal Loan;Adjustable Rate;East;0,010000421
163452;611;48;4,39;24026;89;36;7;2;Own;Personal Loan;Fixed Rate;South;0,010002937
120147;728;36;6,89;41899;74;40;4;2;Mortgage;Home Purchase;Adjustable Rate;South;0,212606224
100372;778;24;7,31;60013;70;41;4;1;Rent;Debt Consolidation;Fixed Rate;South;0,361295979
122528;706;48;8,39;26936;89;25;3;1;Own;Debt Consolidation;Adjustable Rate;North;0,009997715
157613;736;24;6,95;103368;93;35;6;2;Own;Home Improvement;Adjustable Rate;East;1
157817;756;36;8,32;56089;92;30;6;0;Mortgage;Personal Loan;Fixed Rate;East;0,572536545
183012;737;24;5;77762;82;46;3;2;Own;Auto Loan;Fixed Rate;East;0,781708303
146002;611;48;4,38;84248;82;14;6;1;Own;Debt Consolidation;Adjustable Rate;North;0,009999863
194122;721;48;5,53;72072;78;21;5;0;Own;Debt Consolidation;Fixed Rate;North;0,009998867
207819;670;24;5,48;59998;84;15;2;0;Rent;Debt Consolidation;Fixed Rate;West;0,009999086
130282;724;48;7,66;71221;63;25;6;0;Own;Auto Loan;Fixed Rate;West;0,014591425
105460;680;24;4,06;52907;53;30;5;2;Own;Home Improvement;Fixed Rate;West;0,010003793
234987;635;72;8,14;41372;78;25;6;2;Rent;Home Improvement;Fixed Rate;East;0,148246499
92300;664;36;6;82145;64;44;5;1;Mortgage;Debt Consolidation;Fixed Rate;East;0,043011918
164180;697;24;7,93;69692;72;30;4;1;Rent;Debt Consolidation;Adjustable Rate;North;0,010001218
101668;701;72;2,82;80137;67;24;5;0;Mortgage;Home Improvement;Fixed Rate;North;0,010003147
104625;607;48;7,17;27157;90;31;6;2;Own;Debt Consolidation;Adjustable Rate;South;0,009997611
131757;715;24;2,34;92123;85;29;4;1;Rent;Home Purchase;Fixed Rate;North;0,072390841
93099;727;24;5,77;107271;69;31;4;2;Mortgage;Debt Consolidation;Adjustable Rate;West;0,530102364
66839;692;72;7,51;38701;75;40;6;1;Own;Personal Loan;Fixed Rate;East;0,25959395
154655;718;48;7,33;64733;74;42;4;1;Own;Debt Consolidation;Fixed Rate;East;0,497158191
227742;687;60;6,91;51570;65;31;5;0;Mortgage;Auto Loan;Fixed Rate;East;0,009998156
181032;702;60;5,69;64196;74;16;4;0;Own;Auto Loan;Adjustable Rate;East;0,009998232
154063;669;36;2,81;70264;75;32;6;2;Mortgage;Home Purchase;Adjustable Rate;North;0,010002402
175228;575;48;6,22;61171;70;24;9;2;Rent;Personal Loan;Adjustable Rate;North;0,009998402
148379;743;60;4,81;33104;86;38;6;0;Mortgage;Auto Loan;Adjustable Rate;East;0,299456122
197884;656;24;4,25;50239;71;36;5;2;Mortgage;Debt Consolidation;Fixed Rate;North;0,010000809
183769;628;60;7,66;69980;81;38;6;2;Rent;Home Improvement;Fixed Rate;East;0,490904342
152078;735;48;6,93;53273;77;34;4;1;Mortgage;Personal Loan;Adjustable Rate;North;0,292474914
106082;659;72;7,55;53735;78;29;5;1;Mortgage;Auto Loan;Adjustable Rate;West;0,118964575
122670;659;48;9,21;76236;83;32;2;1;Rent;Home Purchase;Fixed Rate;South;0,151536643
122376;616;48;8,43;38008;79;42;7;0;Mortgage;Auto Loan;Adjustable Rate;West;0,010001961
170657;711;72;5,9;54995;73;38;7;0;Rent;Auto Loan;Adjustable Rate;South;0,410308396
118919;758;72;5,49;81599;92;33;6;1;Mortgage;Auto Loan;Fixed Rate;North;1
199442;769;24;8,74;97685;65;10;8;1;Mortgage;Debt Consolidation;Adjustable Rate;West;0,480515639
133409;719;60;8,41;41780;76;24;6;1;Own;Debt Consolidation;Adjustable Rate;North;0,147643712
303278;589;72;4,8;24880;68;33;8;2;Rent;Auto Loan;Fixed Rate;South;0,010000725
200836;753;60;7,61;58624;90;29;2;2;Own;Personal Loan;Adjustable Rate;North;0,980367066
154049;681;72;7,02;78172;74;0;6;2;Own;Personal Loan;Fixed Rate;North;0,074612623
204130;757;60;6,59;97533;78;44;5;2;Own;Personal Loan;Adjustable Rate;South;1
250578;721;36;5,31;93116;84;26;5;1;Own;Home Improvement;Adjustable Rate;East;0,641385118
169954;729;72;6,21;63515;70;8;2;0;Rent;Auto Loan;Fixed Rate;East;0,010002707
142912;718;60;5,25;81530;81;35;6;2;Mortgage;Home Improvement;Adjustable Rate;North;0,916417096
111783;768;36;8,23;55090;65;24;4;0;Mortgage;Home Purchase;Adjustable Rate;West;0,010001521
195538;666;24;6,2;53055;69;44;9;0;Own;Auto Loan;Fixed Rate;North;0,009998057
87652;677;36;7,47;47391;86;33;6;2;Rent;Personal Loan;Fixed Rate;East;0,097179756
160929;740;72;7,19;81565;82;15;3;0;Mortgage;Home Improvement;Adjustable Rate;South;0,693069615
121955;848;72;4,83;52234;85;28;4;0;Rent;Auto Loan;Adjustable Rate;East;1
187906;708;60;6,99;29463;92;38;7;1;Rent;Home Purchase;Fixed Rate;North;0,555171203
121095;711;48;6,49;73105;88;35;3;0;Rent;Debt Consolidation;Fixed Rate;South;0,388826954
133946;742;24;8,48;58289;87;32;5;1;Own;Personal Loan;Adjustable Rate;North;0,440028071
144031;708;72;3,55;54903;97;37;3;1;Mortgage;Home Improvement;Adjustable Rate;East;0,57786171
116101;764;36;6,83;40011;72;29;3;1;Own;Home Purchase;Adjustable Rate;South;0,009999914
124563;798;24;7,11;41394;91;57;5;0;Own;Debt Consolidation;Fixed Rate;West;0,8465676
142879;728;24;6,14;66047;97;28;6;2;Mortgage;Personal Loan;Fixed Rate;West;0,565387496
206174;715;72;5,71;26365;90;22;4;0;Rent;Home Improvement;Adjustable Rate;East;0,08484581
155933;683;72;7,11;66510;74;42;6;2;Mortgage;Home Improvement;Adjustable Rate;North;0,897859978
149116;662;36;5,26;53117;83;25;8;2;Own;Home Purchase;Adjustable Rate;West;0,009998927
253334;652;24;7,2;43816;99;31;2;0;Rent;Personal Loan;Adjustable Rate;East;0,009998658
200491;697;48;3,73;79528;78;22;-1;2;Rent;Personal Loan;Fixed Rate;South;0,149542872
218762;686;24;8,05;83445;69;37;1;1;Rent;Home Improvement;Adjustable Rate;North;0,141121401
86603;747;36;2,88;80068;93;25;7;1;Rent;Home Improvement;Fixed Rate;North;0,436786255
90150;676;60;6,56;54433;94;27;6;0;Rent;Home Improvement;Fixed Rate;East;0,061697171
97244;710;72;4,69;61978;80;29;6;0;Mortgage;Personal Loan;Fixed Rate;East;0,26818107
205821;652;72;4,31;49945;73;29;7;0;Mortgage;Home Purchase;Fixed Rate;North;0,00999898
168606;606;48;8,11;35756;65;43;3;0;Rent;Auto Loan;Fixed Rate;East;0,009999644
103722;691;60;5,31;86207;80;36;5;0;Own;Debt Consolidation;Fixed Rate;South;0,420990725
102789;704;60;1,74;82272;75;28;6;1;Rent;Debt Consolidation;Adjustable Rate;South;0,22895446
171344;736;48;6,14;72181;79;34;3;2;Rent;Personal Loan;Adjustable Rate;West;0,762839668
165865;695;36;4,84;54098;84;35;3;0;Rent;Auto Loan;Adjustable Rate;East;0,01000211
131292;675;24;6,13;71620;55;27;7;1;Own;Personal Loan;Fixed Rate;North;0,010000609
79374;666;60;7,44;73701;69;38;5;0;Rent;Home Purchase;Adjustable Rate;North;0,092486205
31598;755;60;4,67;75157;104;26;5;2;Mortgage;Home Improvement;Fixed Rate;South;1
144651;675;48;8,4;49013;87;18;7;2;Mortgage;Auto Loan;Adjustable Rate;North;0,216458925
129848;716;24;5,76;69556;68;31;2;0;Rent;Debt Consolidation;Adjustable Rate;East;0,009996303
129782;684;48;6,66;55691;56;27;6;2;Mortgage;Home Purchase;Adjustable Rate;North;0,010001387
158664;671;36;5,44;54355;74;43;9;2;Rent;Home Purchase;Adjustable Rate;East;0,350558413
172269;620;60;6,24;58001;83;32;4;0;Mortgage;Auto Loan;Fixed Rate;East;0,0100018
154177;639;60;4,58;38405;76;18;5;1;Rent;Home Improvement;Adjustable Rate;East;0,010001492
131869;676;36;7,46;58592;85;8;4;1;Rent;Home Purchase;Adjustable Rate;East;0,010002351
160623;589;72;5,04;105178;73;45;7;1;Rent;Debt Consolidation;Fixed Rate;West;0,591204248
189469;726;24;8,61;78928;59;39;2;2;Mortgage;Debt Consolidation;Adjustable Rate;North;0,317197008
190135;757;60;4,9;70943;89;28;5;1;Own;Debt Consolidation;Adjustable Rate;South;0,905035896
80042;617;48;5,43;36200;74;31;4;0;Mortgage;Personal Loan;Fixed Rate;West;0,009994753
133999;705;48;8,28;102767;76;22;2;1;Rent;Personal Loan;Fixed Rate;East;0,467219905
198313;749;48;4,06;98909;75;40;4;0;Rent;Home Purchase;Adjustable Rate;East;0,862777528
104347;732;24;7,06;73258;71;48;2;2;Rent;Auto Loan;Fixed Rate;East;0,489951795
170469;696;24;7,67;39008;78;38;5;1;Mortgage;Home Purchase;Fixed Rate;East;0,010001819
35004;743;72;5,75;84811;91;14;4;1;Own;Personal Loan;Fixed Rate;West;0,623014513
135876;641;72;7,74;44526;74;14;5;2;Mortgage;Personal Loan;Fixed Rate;North;0,010001766
193910;698;36;7,12;45801;79;22;2;1;Rent;Auto Loan;Fixed Rate;East;0,009999484
154610;706;36;11,24;68886;80;26;5;1;Rent;Home Improvement;Adjustable Rate;South;0,367363042
266821;709;72;4,47;63933;72;41;6;1;Rent;Auto Loan;Fixed Rate;North;0,669729894
132089;773;60;5,33;26965;74;30;8;2;Rent;Personal Loan;Adjustable Rate;East;0,475997244
135484;649;36;6,1;60512;100;37;3;1;Rent;Auto Loan;Fixed Rate;North;0,057431136
89131;713;36;7,14;58225;90;26;7;2;Rent;Personal Loan;Fixed Rate;East;0,388933143
122793;625;60;6,36;50073;66;21;5;1;Mortgage;Auto Loan;Adjustable Rate;East;0,01000057
107111;707;72;6,86;86095;77;27;6;2;Mortgage;Debt Consolidation;Fixed Rate;South;0,973793541
183896;642;36;4,45;75920;86;36;3;1;Own;Debt Consolidation;Fixed Rate;South;0,010000218
151137;677;60;5,92;36831;79;39;6;0;Own;Auto Loan;Fixed Rate;South;0,009997552
198277;751;60;5,1;97595;81;28;6;1;Rent;Auto Loan;Adjustable Rate;West;1
136764;612;36;4,39;2454;90;28;5;2;Rent;Home Purchase;Fixed Rate;North;0,010002632
50931;663;72;6,93;90739;79;32;3;2;Rent;Auto Loan;Fixed Rate;North;0,656338968
121114;654;72;5,89;31852;73;49;4;2;Rent;Debt Consolidation;Adjustable Rate;South;0,187145995
69617;699;24;7,74;37614;94;33;6;2;Mortgage;Auto Loan;Fixed Rate;South;0,115144289
168673;717;48;8,88;25084;94;31;5;1;Rent;Home Purchase;Adjustable Rate;West;0,259958618
138455;762;36;5,76;50293;73;35;5;1;Own;Personal Loan;Fixed Rate;South;0,313488137
149763;712;72;8,42;70250;86;26;5;1;Rent;Auto Loan;Fixed Rate;East;0,817084327
141264;700;36;7,06;86008;87;30;6;0;Own;Home Purchase;Fixed Rate;South;0,377151999
224900;738;48;5,59;16374;61;27;6;0;Own;Auto Loan;Fixed Rate;East;0,01
266341;659;60;7,18;54545;65;42;4;0;Rent;Home Improvement;Fixed Rate;North;0,009998461
154259;554;36;7,11;66313;89;25;5;2;Rent;Debt Consolidation;Adjustable Rate;North;0,010002658
130674;673;24;7,48;69987;81;52;4;1;Own;Personal Loan;Fixed Rate;South;0,362229671
184287;759;24;6,92;51344;66;30;6;0;Mortgage;Home Purchase;Fixed Rate;East;0,010000705
50039;677;48;7,4;53993;78;36;8;2;Rent;Home Improvement;Fixed Rate;West;0,354223706
120745;760;48;4,23;71313;88;32;4;2;Mortgage;Debt Consolidation;Adjustable Rate;South;0,775303325
107167;730;24;4,94;35972;81;30;6;2;Own;Home Purchase;Fixed Rate;South;0,010003079
178818;652;72;6,83;27400;91;16;4;2;Own;Home Purchase;Fixed Rate;East;0,009998993
128976;676;72;3,96;62760;67;39;1;2;Mortgage;Home Improvement;Fixed Rate;West;0,094847103
98455;674;48;7,73;45365;75;37;7;0;Mortgage;Home Purchase;Fixed Rate;North;0,010004571
130164;669;24;5,7;57049;77;23;3;0;Mortgage;Home Improvement;Fixed Rate;South;0,010002766
203216;676;48;4,62;64274;63;10;4;1;Rent;Home Purchase;Fixed Rate;East;0,009999213
80577;658;36;9,61;54409;80;12;2;2;Mortgage;Personal Loan;Fixed Rate;North;0,010002854
137373;739;48;6,19;58314;86;24;5;1;Own;Home Improvement;Fixed Rate;East;0,371543171
151738;751;24;6,05;83919;72;37;6;1;Rent;Home Improvement;Fixed Rate;South;0,549901804
128649;694;60;6,73;48231;90;32;5;2;Own;Home Improvement;Fixed Rate;East;0,519413287
240147;853;72;6,01;34270;73;32;3;2;Rent;Auto Loan;Fixed Rate;West;1
